========================================================================================================================
MATERIAL CLOSURE ANALYSIS SUMMARY - ALL MACHINES
========================================================================================================================

Machine ID                                 Total Mass     ISRU %   Import %    Unres %
  ! Process 'sintering_basic_v0' (in recipe 'recipe_refractory_brick_set_v0') input 'powder_metal_or_ceramic' has null/zero quantity
  ! Item 'nichrome_wire' not found in KB
  ! Item 'ceramic_insulator_tube' not found in KB
  ! Item 'steel_support_frame' not found in KB
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'sintering_and_hot_pressing_v0' (in recipe 'recipe_insulation_pack_high_temp_v0') input 'regolith_fine_fraction' has null/zero quantity
  ! Process 'sheet_metal_fabrication_v0' (in recipe 'recipe_temperature_controller_basic_v1') input 'sheet_metal_or_structural_steel' has null/zero quantity
  ! Process 'substrate_fabrication_basic_v0' (in recipe 'recipe_uncoated_substrate_material_v0') input 'regolith_raw' has null/zero quantity
  ! Bootstrap import (circular): copper_rod_ingot (path: copper_rod_ingot -> copper_scrap_v0 -> copper_plate_or_sheet -> copper_clad_laminate -> pcb_populated -> temperature_controller_basic -> copper_rod_ingot)
  ! Recipe 'recipe_etching_chemicals_v0' for 'etching_chemicals' has no inputs
  ! Process 'electronics_assembly_v0' (in recipe 'recipe_temperature_controller_basic_v1') input 'electronic_components_set' has null/zero quantity
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity

================================================================================


================================================================================
CLOSURE ANALYSIS: Refractory installation tools (refractory_installation_tools)
================================================================================

Machine Total Mass: 10.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                    0.00 kg  (  0.0%)
  Unresolved:                  4.50 kg  (100.0%)
  ────────────────────────────────────────
  Total Calculated:            4.50 kg

UNRESOLVED ITEMS (Missing recipes or definitions):
--------------------------------------------------------------------------------
  anchor_installation_kit                                 1.00 count       2.00 kg
  refractory_trowel_set                                   1.00 count       1.50 kg
  wire_brush_set                                          1.00 count       1.00 kg

ERRORS/WARNINGS:
--------------------------------------------------------------------------------
  ! Process 'sheet_metal_fabrication_v0' (in recipe 'recipe_hot_wire_cutter_v0') input 'sheet_metal_or_structural_steel' has null/zero quantity
  ! Recipe 'recipe_refractory_trowel_set_v0' for 'refractory_trowel_set' has no inputs
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'welding_and_fabrication_v0' (in recipe 'recipe_cement_mixer_small_v0') input 'sheet_metal_or_structural_steel' has null/zero quantity
  ! Recipe 'recipe_wire_brush_set_v0' for 'wire_brush_set' has no inputs
  ! Recipe 'recipe_anchor_installation_kit_v0' for 'anchor_installation_kit' has no inputs

================================================================================


================================================================================
CLOSURE ANALYSIS: Powder compactor v0 (powder_compactor_v0)
================================================================================

Machine Total Mass: 600.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                    0.00 kg  (  0.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:            0.00 kg

ERRORS/WARNINGS:
--------------------------------------------------------------------------------
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity

================================================================================


================================================================================
CLOSURE ANALYSIS: Tube sealing torch (tube_sealing_torch)
================================================================================

Machine Total Mass: 25.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.84 kg  (  7.5%)
  Imported:                    0.31 kg  (  2.8%)
  Unresolved:                 10.00 kg  ( 89.7%)
  ────────────────────────────────────────
  Total Calculated:           11.15 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_ore_or_regolith                                        0.84 kg       0.84 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  copper_rod_ingot                                           0.31 kg       0.31 kg

UNRESOLVED ITEMS (Missing recipes or definitions):
--------------------------------------------------------------------------------
  gas_flow_controller                                      2.00 unit      10.00 kg

ERRORS/WARNINGS:
--------------------------------------------------------------------------------
  ! Bootstrap import (circular): copper_rod_ingot (path: copper_rod_ingot -> brazing_torch_oxy_fuel -> copper_scrap_v0 -> copper_rod_ingot)
  ! Process 'alumina_powder_production_v0' (in recipe 'recipe_alumina_powder_v0') input 'electricity' has null/zero quantity
  ! Process 'alumina_powder_production_v0' (in recipe 'recipe_alumina_powder_v0') input 'electricity' has null/zero quantity
  ! Bootstrap import (circular): copper_rod_ingot (path: brass_bar_stock -> copper_rod_ingot -> brazing_torch_oxy_fuel -> torch_body_and_valves_machined -> copper_scrap_v0 -> copper_rod_ingot)
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'cutting_basic_v0' (in recipe 'recipe_cut_parts_v0') input 'stock_material' has null/zero quantity
  ! Bootstrap import (circular): copper_rod_ingot (path: copper_rod_ingot -> brazing_torch_oxy_fuel -> copper_scrap_v0 -> copper_rod_ingot)
  ! Process 'hose_segment_fabrication_v0' (in recipe 'recipe_hydraulic_hose_segment_v0') input 'hydraulic_hose_segment_input_placeholder' has null/zero quantity
  ! Bootstrap import (circular): copper_rod_ingot (path: brass_bar_stock -> copper_rod_ingot -> brazing_torch_oxy_fuel -> valve_needle_precision -> copper_scrap_v0 -> copper_rod_ingot)
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'process_power' has null/zero quantity
  ! Process 'excavate_regolith_surface_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'lunar_regolith_in_situ' has null/zero quantity
  ! Process 'regolith_screening_sieving_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_excavated' has null/zero quantity
  ! Process 'regolith_crushing_grinding_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_coarse_fraction' has null/zero quantity
  ! Process 'oxygen_extraction_molten_regolith_electrolysis_v0' (in recipe 'recipe_metal_alloy_bulk_v0') input 'regolith_powder' has null/zero quantity
